Team 1 Team 2,Pred1,Pred2,,Team 2 Team 1,Pred2,Pred1
hawaii wichita st.,0.409322083,0.590677917,,wichita st. hawaii,0.590677917,0.409322083
hawaii wisconsin,0.412539086,0.587460914,,wisconsin hawaii,0.587460914,0.412539086
hawaii xavier,0.196017151,0.803982849,,xavier hawaii,0.803982849,0.196017151
hawaii yale,0.493366942,0.506633058,,yale hawaii,0.506633058,0.493366942
holy cross indiana,0.030179572,0.969820428,,indiana holy cross,0.969820428,0.030179572
holy cross iona,0.065678375,0.934321625,,iona holy cross,0.934321625,0.065678375
holy cross iowa,0.028963382,0.971036618,,iowa holy cross,0.971036618,0.028963382
holy cross iowa st.,0.045708003,0.954291997,,iowa st. holy cross,0.954291997,0.045708003
holy cross kansas,0.017308067,0.982691933,,kansas holy cross,0.982691933,0.017308067
holy cross kentucky,0.032000128,0.967999872,,kentucky holy cross,0.967999872,0.032000128
holy cross maryland,0.024385164,0.975614836,,maryland holy cross,0.975614836,0.024385164
holy cross miami fl,0.028995984,0.971004016,,miami fl holy cross,0.971004016,0.028995984
holy cross michigan,0.046728439,0.953271561,,michigan holy cross,0.953271561,0.046728439
holy cross michigan st.,0.021572055,0.978427945,,michigan st. holy cross,0.978427945,0.021572055
holy cross middle tennessee,0.048627561,0.951372439,,middle tennessee holy cross,0.951372439,0.048627561
holy cross north carolina,0.02247811,0.97752189,,north carolina holy cross,0.97752189,0.02247811
holy cross northern iowa,0.051616516,0.948383484,,northern iowa holy cross,0.948383484,0.051616516
holy cross notre dame,0.035690195,0.964309805,,notre dame holy cross,0.964309805,0.035690195
holy cross oklahoma,0.02529293,0.97470707,,oklahoma holy cross,0.97470707,0.02529293
holy cross oregon,0.027161851,0.972838149,,oregon holy cross,0.972838149,0.027161851
holy cross oregon st.,0.039209879,0.960790121,,oregon st. holy cross,0.960790121,0.039209879
holy cross pittsburgh,0.049405791,0.950594209,,pittsburgh holy cross,0.950594209,0.049405791
holy cross providence,0.032775717,0.967224283,,providence holy cross,0.967224283,0.032775717
holy cross purdue,0.028136222,0.971863778,,purdue holy cross,0.971863778,0.028136222
holy cross south dakota st.,0.064588106,0.935411894,,south dakota st. holy cross,0.935411894,0.064588106
holy cross seton hall,0.021308344,0.978691656,,seton hall holy cross,0.978691656,0.021308344
holy cross stephen f. austin,0.036423509,0.963576491,,stephen f. austin holy cross,0.963576491,0.036423509
holy cross southern,0.320874264,0.679125736,,southern holy cross,0.679125736,0.320874264
holy cross saint joseph's,0.025132997,0.974867003,,saint joseph's holy cross,0.974867003,0.025132997
holy cross stony brook,0.044342656,0.955657344,,stony brook holy cross,0.955657344,0.044342656
holy cross syracuse,0.052509484,0.947490516,,syracuse holy cross,0.947490516,0.052509484
holy cross temple,0.071029369,0.928970631,,temple holy cross,0.928970631,0.071029369
holy cross texas,0.041836563,0.958163437,,texas holy cross,0.958163437,0.041836563
holy cross texas a&m,0.018915538,0.981084462,,texas a&m holy cross,0.981084462,0.018915538
holy cross texas tech,0.043586066,0.956413934,,texas tech holy cross,0.956413934,0.043586066
holy cross tulsa,0.033171292,0.966828708,,tulsa holy cross,0.966828708,0.033171292
holy cross unc asheville,0.084090851,0.915909149,,unc asheville holy cross,0.915909149,0.084090851
holy cross unc wilmington,0.059616018,0.940383982,,unc wilmington holy cross,0.940383982,0.059616018
holy cross usc,0.039110046,0.960889954,,usc holy cross,0.960889954,0.039110046
holy cross utah,0.031051232,0.968948768,,utah holy cross,0.968948768,0.031051232
holy cross vcu,0.03024565,0.96975435,,vcu holy cross,0.96975435,0.03024565
holy cross vanderbilt,0.041859655,0.958140345,,vanderbilt holy cross,0.958140345,0.041859655
holy cross villanova,0.015392666,0.984607334,,villanova holy cross,0.984607334,0.015392666
holy cross virginia,0.022917915,0.977082085,,virginia holy cross,0.977082085,0.022917915
holy cross weber st.,0.147100674,0.852899326,,weber st. holy cross,0.852899326,0.147100674
holy cross west virginia,0.05018791,0.94981209,,west virginia holy cross,0.94981209,0.05018791
holy cross green bay,0.073519851,0.926480149,,green bay holy cross,0.926480149,0.073519851
holy cross wichita st.,0.036761686,0.963238314,,wichita st. holy cross,0.963238314,0.036761686
holy cross wisconsin,0.043320988,0.956679012,,wisconsin holy cross,0.956679012,0.043320988
holy cross xavier,0.016698021,0.983301979,,xavier holy cross,0.983301979,0.016698021
holy cross yale,0.035456712,0.964543288,,yale holy cross,0.964543288,0.035456712
indiana iona,0.871972518,0.128027482,,iona indiana,0.128027482,0.871972518
indiana iowa,0.704395336,0.295604664,,iowa indiana,0.295604664,0.704395336
indiana iowa st.,0.586438174,0.413561826,,iowa st. indiana,0.413561826,0.586438174
indiana kansas,0.267446235,0.732553765,,kansas indiana,0.732553765,0.267446235
indiana kentucky,0.439668117,0.560331883,,kentucky indiana,0.560331883,0.439668117
indiana maryland,0.513565179,0.486434821,,maryland indiana,0.486434821,0.513565179
indiana miami fl,0.334918665,0.665081335,,miami fl indiana,0.665081335,0.334918665
indiana michigan,0.771574433,0.228425567,,michigan indiana,0.228425567,0.771574433
indiana michigan st.,0.441862806,0.558137194,,michigan st. indiana,0.558137194,0.441862806
indiana middle tennessee,0.845502174,0.154497826,,middle tennessee indiana,0.154497826,0.845502174
indiana north carolina,0.291277854,0.708722146,,north carolina indiana,0.708722146,0.291277854
indiana northern iowa,0.889322987,0.110677013,,northern iowa indiana,0.110677013,0.889322987
indiana notre dame,0.57738005,0.42261995,,notre dame indiana,0.42261995,0.57738005
indiana oklahoma,0.357557312,0.642442688,,oklahoma indiana,0.642442688,0.357557312
indiana oregon,0.33705325,0.66294675,,oregon indiana,0.66294675,0.33705325
indiana oregon st.,0.830075166,0.169924834,,oregon st. indiana,0.169924834,0.830075166
indiana pittsburgh,0.702618654,0.297381346,,pittsburgh indiana,0.297381346,0.702618654
indiana providence,0.711029249,0.288970751,,providence indiana,0.288970751,0.711029249
indiana purdue,0.568078789,0.431921211,,purdue indiana,0.431921211,0.568078789
indiana south dakota st.,0.760964504,0.239035496,,south dakota st. indiana,0.239035496,0.760964504
indiana seton hall,0.625219021,0.374780979,,seton hall indiana,0.374780979,0.625219021
indiana stephen f. austin,0.809698976,0.190301024,,stephen f. austin indiana,0.190301024,0.809698976
indiana southern,0.957240686,0.042759314,,southern indiana,0.042759314,0.957240686
indiana saint joseph's,0.724402189,0.275597811,,saint joseph's indiana,0.275597811,0.724402189
indiana stony brook,0.821014306,0.178985694,,stony brook indiana,0.178985694,0.821014306
indiana syracuse,0.689799203,0.310200797,,syracuse indiana,0.310200797,0.689799203
indiana temple,0.686548304,0.313451696,,temple indiana,0.313451696,0.686548304
indiana texas,0.621634157,0.378365843,,texas indiana,0.378365843,0.621634157
indiana texas a&m,0.591483162,0.408516838,,texas a&m indiana,0.408516838,0.591483162
indiana texas tech,0.740215391,0.259784609,,texas tech indiana,0.259784609,0.740215391
indiana tulsa,0.857017784,0.142982216,,tulsa indiana,0.142982216,0.857017784
indiana unc asheville,0.921915062,0.078084938,,unc asheville indiana,0.078084938,0.921915062
indiana unc wilmington,0.752524165,0.247475835,,unc wilmington indiana,0.247475835,0.752524165
indiana usc,0.808844203,0.191155797,,usc indiana,0.191155797,0.808844203
indiana utah,0.505956305,0.494043695,,utah indiana,0.494043695,0.505956305
indiana vcu,0.747784341,0.252215659,,vcu indiana,0.252215659,0.747784341
indiana vanderbilt,0.727307612,0.272692388,,vanderbilt indiana,0.272692388,0.727307612
indiana villanova,0.318129007,0.681870993,,villanova indiana,0.681870993,0.318129007
indiana virginia,0.352390566,0.647609434,,virginia indiana,0.647609434,0.352390566
indiana weber st.,0.890002688,0.109997312,,weber st. indiana,0.109997312,0.890002688
indiana west virginia,0.423561194,0.576438806,,west virginia indiana,0.576438806,0.423561194
indiana green bay,0.884924243,0.115075757,,green bay indiana,0.115075757,0.884924243
indiana wichita st.,0.632804212,0.367195788,,wichita st. indiana,0.367195788,0.632804212
indiana wisconsin,0.703363101,0.296636899,,wisconsin indiana,0.296636899,0.703363101
indiana xavier,0.425233504,0.574766496,,xavier indiana,0.574766496,0.425233504
indiana yale,0.703117312,0.296882688,,yale indiana,0.296882688,0.703117312
iona iowa,0.163065958,0.836934042,,iowa iona,0.836934042,0.163065958
iona iowa st.,0.169043773,0.830956227,,iowa st. iona,0.830956227,0.169043773
iona kansas,0.05670149,0.94329851,,kansas iona,0.94329851,0.05670149
iona kentucky,0.129395052,0.870604948,,kentucky iona,0.870604948,0.129395052
iona maryland,0.161807394,0.838192606,,maryland iona,0.838192606,0.161807394
iona miami fl,0.118781813,0.881218187,,miami fl iona,0.881218187,0.118781813
iona michigan,0.343755794,0.656244206,,michigan iona,0.656244206,0.343755794
iona michigan st.,0.106651532,0.893348468,,michigan st. iona,0.893348468,0.106651532
iona middle tennessee,0.5235635,0.4764365,,middle tennessee iona,0.4764365,0.5235635
iona north carolina,0.089933623,0.910066377,,north carolina iona,0.910066377,0.089933623
iona northern iowa,0.418234345,0.581765655,,northern iowa iona,0.581765655,0.418234345
iona notre dame,0.177356692,0.822643308,,notre dame iona,0.822643308,0.177356692
iona oklahoma,0.098844722,0.901155278,,oklahoma iona,0.901155278,0.098844722
iona oregon,0.101694921,0.898305079,,oregon iona,0.898305079,0.101694921
iona oregon st.,0.289419197,0.710580803,,oregon st. iona,0.710580803,0.289419197
iona pittsburgh,0.281807012,0.718192988,,pittsburgh iona,0.718192988,0.281807012
iona providence,0.265332282,0.734667718,,providence iona,0.734667718,0.265332282
iona purdue,0.190090913,0.809909087,,purdue iona,0.809909087,0.190090913
iona south dakota st.,0.44773231,0.55226769,,south dakota st. iona,0.55226769,0.44773231
iona seton hall,0.192878911,0.807121089,,seton hall iona,0.807121089,0.192878911
iona stephen f. austin,0.320701517,0.679298483,,stephen f. austin iona,0.679298483,0.320701517
iona southern,0.782894786,0.217105214,,southern iona,0.217105214,0.782894786
iona saint joseph's,0.253254637,0.746745363,,saint joseph's iona,0.746745363,0.253254637
iona stony brook,0.433313666,0.566686334,,stony brook iona,0.566686334,0.433313666
iona syracuse,0.318211281,0.681788719,,syracuse iona,0.681788719,0.318211281
iona temple,0.346007067,0.653992933,,temple iona,0.653992933,0.346007067
iona texas,0.222587519,0.777412481,,texas iona,0.777412481,0.222587519
iona texas a&m,0.147922413,0.852077587,,texas a&m iona,0.852077587,0.147922413
iona texas tech,0.221920716,0.778079284,,texas tech iona,0.778079284,0.221920716
iona tulsa,0.447144506,0.552855494,,tulsa iona,0.552855494,0.447144506
iona unc asheville,0.604643463,0.395356537,,unc asheville iona,0.395356537,0.604643463
iona unc wilmington,0.384339712,0.615660288,,unc wilmington iona,0.615660288,0.384339712
iona usc,0.305046883,0.694953117,,usc iona,0.694953117,0.305046883
iona utah,0.145311607,0.854688393,,utah iona,0.854688393,0.145311607
iona vcu,0.280804378,0.719195622,,vcu iona,0.719195622,0.280804378
iona vanderbilt,0.321239772,0.678760228,,vanderbilt iona,0.678760228,0.321239772
iona villanova,0.074881548,0.925118452,,villanova iona,0.925118452,0.074881548
iona virginia,0.119123045,0.880876955,,virginia iona,0.880876955,0.119123045
iona weber st.,0.564638355,0.435361645,,weber st. iona,0.435361645,0.564638355
iona west virginia,0.138572139,0.861427861,,west virginia iona,0.861427861,0.138572139
iona green bay,0.537894746,0.462105254,,green bay iona,0.462105254,0.537894746
iona wichita st.,0.246550543,0.753449457,,wichita st. iona,0.753449457,0.246550543
iona wisconsin,0.229948552,0.770051448,,wisconsin iona,0.770051448,0.229948552
iona xavier,0.170854201,0.829145799,,xavier iona,0.829145799,0.170854201
iona yale,0.303385103,0.696614897,,yale iona,0.696614897,0.303385103
iowa iowa st.,0.485435818,0.514564182,,iowa st. iowa,0.514564182,0.485435818
iowa kansas,0.13666961,0.86333039,,kansas iowa,0.86333039,0.13666961
iowa kentucky,0.288733572,0.711266428,,kentucky iowa,0.711266428,0.288733572
iowa maryland,0.34468928,0.65531072,,maryland iowa,0.65531072,0.34468928
iowa miami fl,0.162267637,0.837732363,,miami fl iowa,0.837732363,0.162267637
iowa michigan,0.535372325,0.464627675,,michigan iowa,0.464627675,0.535372325
iowa michigan st.,0.248622708,0.751377292,,michigan st. iowa,0.751377292,0.248622708
iowa middle tennessee,0.818297665,0.181702335,,middle tennessee iowa,0.181702335,0.818297665
iowa north carolina,0.208745095,0.791254905,,north carolina iowa,0.791254905,0.208745095
iowa northern iowa,0.758883751,0.241116249,,northern iowa iowa,0.241116249,0.758883751
iowa notre dame,0.29322054,0.70677946,,notre dame iowa,0.70677946,0.29322054
iowa oklahoma,0.259754207,0.740245793,,oklahoma iowa,0.740245793,0.259754207
iowa oregon,0.206233216,0.793766784,,oregon iowa,0.793766784,0.206233216
iowa oregon st.,0.717986002,0.282013998,,oregon st. iowa,0.282013998,0.717986002
iowa pittsburgh,0.518307624,0.481692376,,pittsburgh iowa,0.481692376,0.518307624
iowa providence,0.520126764,0.479873236,,providence iowa,0.479873236,0.520126764
iowa purdue,0.483202516,0.516797484,,purdue iowa,0.516797484,0.483202516
iowa south dakota st.,0.748978211,0.251021789,,south dakota st. iowa,0.251021789,0.748978211
iowa seton hall,0.38446163,0.61553837,,seton hall iowa,0.61553837,0.38446163
iowa stephen f. austin,0.711456542,0.288543458,,stephen f. austin iowa,0.288543458,0.711456542
iowa southern,0.939320349,0.060679651,,southern iowa,0.060679651,0.939320349
iowa saint joseph's,0.546119547,0.453880453,,saint joseph's iowa,0.453880453,0.546119547
iowa stony brook,0.8152391,0.1847609,,stony brook iowa,0.1847609,0.8152391
iowa syracuse,0.57523112,0.42476888,,syracuse iowa,0.42476888,0.57523112
iowa temple,0.615720265,0.384279735,,temple iowa,0.384279735,0.615720265
iowa texas,0.487769087,0.512230913,,texas iowa,0.512230913,0.487769087
iowa texas a&m,0.33597797,0.66402203,,texas a&m iowa,0.66402203,0.33597797
iowa texas tech,0.576033915,0.423966085,,texas tech iowa,0.423966085,0.576033915
iowa tulsa,0.74319442,0.25680558,,tulsa iowa,0.25680558,0.74319442
iowa unc asheville,0.89267668,0.10732332,,unc asheville iowa,0.10732332,0.89267668
iowa unc wilmington,0.639762183,0.360237817,,unc wilmington iowa,0.360237817,0.639762183
iowa usc,0.6404579,0.3595421,,usc iowa,0.3595421,0.6404579
iowa utah,0.289267183,0.710732817,,utah iowa,0.710732817,0.289267183
iowa vcu,0.715588307,0.284411693,,vcu iowa,0.284411693,0.715588307
iowa vanderbilt,0.666560239,0.333439761,,vanderbilt iowa,0.333439761,0.666560239
iowa villanova,0.165569741,0.834430259,,villanova iowa,0.834430259,0.165569741
iowa virginia,0.209819692,0.790180308,,virginia iowa,0.790180308,0.209819692
iowa weber st.,0.809138742,0.190861258,,weber st. iowa,0.190861258,0.809138742
iowa west virginia,0.325489872,0.674510128,,west virginia iowa,0.674510128,0.325489872
iowa green bay,0.802206022,0.197793978,,green bay iowa,0.197793978,0.802206022
iowa wichita st.,0.466475222,0.533524778,,wichita st. iowa,0.533524778,0.466475222
iowa wisconsin,0.537442197,0.462557803,,wisconsin iowa,0.462557803,0.537442197
iowa xavier,0.299362037,0.700637963,,xavier iowa,0.700637963,0.299362037
iowa yale,0.703114216,0.296885784,,yale iowa,0.296885784,0.703114216
iowa st. kansas,0.22430209,0.77569791,,kansas iowa st.,0.77569791,0.22430209
iowa st. kentucky,0.401446216,0.598553784,,kentucky iowa st.,0.598553784,0.401446216
iowa st. maryland,0.420390808,0.579609192,,maryland iowa st.,0.579609192,0.420390808
iowa st. miami fl,0.266851934,0.733148066,,miami fl iowa st.,0.733148066,0.266851934
iowa st. michigan,0.699088134,0.300911866,,michigan iowa st.,0.300911866,0.699088134
iowa st. michigan st.,0.359328288,0.640671712,,michigan st. iowa st.,0.640671712,0.359328288
iowa st. middle tennessee,0.807814913,0.192185087,,middle tennessee iowa st.,0.192185087,0.807814913
iowa st. north carolina,0.245614688,0.754385312,,north carolina iowa st.,0.754385312,0.245614688
iowa st. northern iowa,0.678901577,0.321098423,,northern iowa iowa st.,0.321098423,0.678901577
iowa st. notre dame,0.441866477,0.558133523,,notre dame iowa st.,0.558133523,0.441866477
iowa st. oklahoma,0.366824273,0.633175727,,oklahoma iowa st.,0.633175727,0.366824273
iowa st. oregon,0.32869173,0.67130827,,oregon iowa st.,0.67130827,0.32869173
iowa st. oregon st.,0.695679638,0.304320362,,oregon st. iowa st.,0.304320362,0.695679638
iowa st. pittsburgh,0.582935442,0.417064558,,pittsburgh iowa st.,0.417064558,0.582935442
iowa st. providence,0.549968434,0.450031566,,providence iowa st.,0.450031566,0.549968434
iowa st. purdue,0.503952485,0.496047515,,purdue iowa st.,0.496047515,0.503952485
iowa st. south dakota st.,0.669656722,0.330343278,,south dakota st. iowa st.,0.330343278,0.669656722
iowa st. seton hall,0.476114701,0.523885299,,seton hall iowa st.,0.523885299,0.476114701
iowa st. stephen f. austin,0.799440826,0.200559174,,stephen f. austin iowa st.,0.200559174,0.799440826
iowa st. southern,0.927769357,0.072230643,,southern iowa st.,0.072230643,0.927769357
iowa st. saint joseph's,0.549636939,0.450363061,,saint joseph's iowa st.,0.450363061,0.549636939
iowa st. stony brook,0.817793816,0.182206184,,stony brook iowa st.,0.182206184,0.817793816
iowa st. syracuse,0.570838502,0.429161498,,syracuse iowa st.,0.429161498,0.570838502
iowa st. temple,0.655933457,0.344066543,,temple iowa st.,0.344066543,0.655933457
iowa st. texas,0.537145813,0.462854187,,texas iowa st.,0.462854187,0.537145813
iowa st. texas a&m,0.44551998,0.55448002,,texas a&m iowa st.,0.55448002,0.44551998
iowa st. texas tech,0.584440686,0.415559314,,texas tech iowa st.,0.415559314,0.584440686
iowa st. tulsa,0.720047045,0.279952955,,tulsa iowa st.,0.279952955,0.720047045
iowa st. unc asheville,0.887607066,0.112392934,,unc asheville iowa st.,0.112392934,0.887607066
iowa st. unc wilmington,0.658712376,0.341287624,,unc wilmington iowa st.,0.341287624,0.658712376
iowa st. usc,0.695664948,0.304335052,,usc iowa st.,0.304335052,0.695664948
iowa st. utah,0.414546553,0.585453447,,utah iowa st.,0.585453447,0.414546553
iowa st. vcu,0.710120017,0.289879983,,vcu iowa st.,0.289879983,0.710120017
iowa st. vanderbilt,0.646998768,0.353001232,,vanderbilt iowa st.,0.353001232,0.646998768
iowa st. villanova,0.33821515,0.66178485,,villanova iowa st.,0.66178485,0.33821515
iowa st. virginia,0.296494946,0.703505054,,virginia iowa st.,0.703505054,0.296494946
iowa st. weber st.,0.821375372,0.178624628,,weber st. iowa st.,0.178624628,0.821375372
iowa st. west virginia,0.388647843,0.611352157,,west virginia iowa st.,0.611352157,0.388647843
iowa st. green bay,0.842215004,0.157784996,,green bay iowa st.,0.157784996,0.842215004
iowa st. wichita st.,0.508998541,0.491001459,,wichita st. iowa st.,0.491001459,0.508998541
iowa st. wisconsin,0.570644827,0.429355173,,wisconsin iowa st.,0.429355173,0.570644827
iowa st. xavier,0.428502634,0.571497366,,xavier iowa st.,0.571497366,0.428502634
iowa st. yale,0.678287104,0.321712896,,yale iowa st.,0.321712896,0.678287104
kansas kentucky,0.74633395,0.25366605,,kentucky kansas,0.25366605,0.74633395
kansas maryland,0.739627738,0.260372262,,maryland kansas,0.260372262,0.739627738
kansas miami fl,0.554461766,0.445538234,,miami fl kansas,0.445538234,0.554461766
kansas michigan,0.883443464,0.116556536,,michigan kansas,0.116556536,0.883443464
kansas michigan st.,0.707507841,0.292492159,,michigan st. kansas,0.292492159,0.707507841
kansas middle tennessee,0.94943085,0.05056915,,middle tennessee kansas,0.05056915,0.94943085
kansas north carolina,0.551131458,0.448868542,,north carolina kansas,0.448868542,0.551131458
kansas northern iowa,0.934911865,0.065088135,,northern iowa kansas,0.065088135,0.934911865
kansas notre dame,0.776552064,0.223447936,,notre dame kansas,0.223447936,0.776552064
kansas oklahoma,0.617313455,0.382686545,,oklahoma kansas,0.382686545,0.617313455
kansas oregon,0.653170063,0.346829937,,oregon kansas,0.346829937,0.653170063
kansas oregon st.,0.933124942,0.066875058,,oregon st. kansas,0.066875058,0.933124942
kansas pittsburgh,0.855292481,0.144707519,,pittsburgh kansas,0.144707519,0.855292481
kansas providence,0.827580074,0.172419926,,providence kansas,0.172419926,0.827580074
kansas purdue,0.818248642,0.181751358,,purdue kansas,0.181751358,0.818248642
kansas south dakota st.,0.924435777,0.075564223,,south dakota st. kansas,0.075564223,0.924435777
kansas seton hall,0.801015101,0.198984899,,seton hall kansas,0.198984899,0.801015101
kansas stephen f. austin,0.915906051,0.084093949,,stephen f. austin kansas,0.084093949,0.915906051
kansas southern,0.974605989,0.025394011,,southern kansas,0.025394011,0.974605989
kansas saint joseph's,0.855042322,0.144957678,,saint joseph's kansas,0.144957678,0.855042322
kansas stony brook,0.920168324,0.079831676,,stony brook kansas,0.079831676,0.920168324
kansas syracuse,0.878801002,0.121198998,,syracuse kansas,0.121198998,0.878801002
kansas temple,0.850163266,0.149836734,,temple kansas,0.149836734,0.850163266
kansas texas,0.844258437,0.155741563,,texas kansas,0.155741563,0.844258437
kansas texas a&m,0.745559865,0.254440135,,texas a&m kansas,0.254440135,0.745559865
kansas texas tech,0.88549642,0.11450358,,texas tech kansas,0.11450358,0.88549642
kansas tulsa,0.931918939,0.068081061,,tulsa kansas,0.068081061,0.931918939
kansas unc asheville,0.952498484,0.047501516,,unc asheville kansas,0.047501516,0.952498484
kansas unc wilmington,0.87002638,0.12997362,,unc wilmington kansas,0.12997362,0.87002638
kansas usc,0.895212275,0.104787725,,usc kansas,0.104787725,0.895212275
kansas utah,0.699598205,0.300401795,,utah kansas,0.300401795,0.699598205
kansas vcu,0.901098388,0.098901612,,vcu kansas,0.098901612,0.901098388
kansas vanderbilt,0.854792393,0.145207607,,vanderbilt kansas,0.145207607,0.854792393
kansas villanova,0.605731714,0.394268286,,villanova kansas,0.394268286,0.605731714
kansas virginia,0.606112754,0.393887246,,virginia kansas,0.393887246,0.606112754
kansas weber st.,0.925491867,0.074508133,,weber st. kansas,0.074508133,0.925491867
kansas west virginia,0.660973387,0.339026613,,west virginia kansas,0.339026613,0.660973387
kansas green bay,0.925084349,0.074915651,,green bay kansas,0.074915651,0.925084349
kansas wichita st.,0.865687053,0.134312947,,wichita st. kansas,0.134312947,0.865687053
kansas wisconsin,0.846718068,0.153281932,,wisconsin kansas,0.153281932,0.846718068
kansas xavier,0.71393652,0.28606348,,xavier kansas,0.28606348,0.71393652
kansas yale,0.893097108,0.106902892,,yale kansas,0.106902892,0.893097108
kentucky maryland,0.501994916,0.498005084,,maryland kentucky,0.498005084,0.501994916
kentucky miami fl,0.271403724,0.728596276,,miami fl kentucky,0.728596276,0.271403724
kentucky michigan,0.786966869,0.213033131,,michigan kentucky,0.213033131,0.786966869
kentucky michigan st.,0.527991398,0.472008602,,michigan st. kentucky,0.472008602,0.527991398
kentucky middle tennessee,0.873539646,0.126460354,,middle tennessee kentucky,0.126460354,0.873539646
kentucky north carolina,0.360051095,0.639948905,,north carolina kentucky,0.639948905,0.360051095
kentucky northern iowa,0.903314223,0.096685777,,northern iowa kentucky,0.096685777,0.903314223
kentucky notre dame,0.571150802,0.428849198,,notre dame kentucky,0.428849198,0.571150802
kentucky oklahoma,0.362610834,0.637389166,,oklahoma kentucky,0.637389166,0.362610834
kentucky oregon,0.409867123,0.590132877,,oregon kentucky,0.590132877,0.409867123
kentucky oregon st.,0.817719946,0.182280054,,oregon st. kentucky,0.182280054,0.817719946
kentucky pittsburgh,0.725978634,0.274021366,,pittsburgh kentucky,0.274021366,0.725978634
kentucky providence,0.712241769,0.287758231,,providence kentucky,0.287758231,0.712241769
kentucky purdue,0.606735568,0.393264432,,purdue kentucky,0.393264432,0.606735568
kentucky south dakota st.,0.850034632,0.149965368,,south dakota st. kentucky,0.149965368,0.850034632
kentucky seton hall,0.538114726,0.461885274,,seton hall kentucky,0.461885274,0.538114726
kentucky stephen f. austin,0.79458325,0.20541675,,stephen f. austin kentucky,0.20541675,0.79458325
kentucky southern,0.951331019,0.048668981,,southern kentucky,0.048668981,0.951331019
kentucky saint joseph's,0.725857878,0.274142122,,saint joseph's kentucky,0.274142122,0.725857878
kentucky stony brook,0.837812284,0.162187716,,stony brook kentucky,0.162187716,0.837812284
kentucky syracuse,0.812198131,0.187801869,,syracuse kentucky,0.187801869,0.812198131
kentucky temple,0.767407713,0.232592287,,temple kentucky,0.232592287,0.767407713
kentucky texas,0.632940038,0.367059962,,texas kentucky,0.367059962,0.632940038
kentucky texas a&m,0.606808968,0.393191032,,texas a&m kentucky,0.393191032,0.606808968
kentucky texas tech,0.689991037,0.310008963,,texas tech kentucky,0.310008963,0.689991037
kentucky tulsa,0.801616641,0.198383359,,tulsa kentucky,0.198383359,0.801616641
kentucky unc asheville,0.928209837,0.071790163,,unc asheville kentucky,0.071790163,0.928209837
kentucky unc wilmington,0.75783498,0.24216502,,unc wilmington kentucky,0.24216502,0.75783498
kentucky usc,0.781559737,0.218440263,,usc kentucky,0.218440263,0.781559737
kentucky utah,0.480919307,0.519080693,,utah kentucky,0.519080693,0.480919307
kentucky vcu,0.772681832,0.227318168,,vcu kentucky,0.227318168,0.772681832
kentucky vanderbilt,0.726700294,0.273299706,,vanderbilt kentucky,0.273299706,0.726700294
kentucky villanova,0.341953096,0.658046904,,villanova kentucky,0.658046904,0.341953096
kentucky virginia,0.3236727,0.6763273,,virginia kentucky,0.6763273,0.3236727
kentucky weber st.,0.873657335,0.126342665,,weber st. kentucky,0.126342665,0.873657335
kentucky west virginia,0.450719612,0.549280388,,west virginia kentucky,0.549280388,0.450719612
kentucky green bay,0.846959695,0.153040305,,green bay kentucky,0.153040305,0.846959695
kentucky wichita st.,0.704708509,0.295291491,,wichita st. kentucky,0.295291491,0.704708509
kentucky wisconsin,0.686134501,0.313865499,,wisconsin kentucky,0.313865499,0.686134501
kentucky xavier,0.504840464,0.495159536,,xavier kentucky,0.495159536,0.504840464
kentucky yale,0.762807981,0.237192019,,yale kentucky,0.237192019,0.762807981
maryland miami fl,0.281780464,0.718219536,,miami fl maryland,0.718219536,0.281780464
maryland michigan,0.750457418,0.249542582,,michigan maryland,0.249542582,0.750457418
maryland michigan st.,0.403779346,0.596220654,,michigan st. maryland,0.596220654,0.403779346
maryland middle tennessee,0.866541296,0.133458704,,middle tennessee maryland,0.133458704,0.866541296
maryland north carolina,0.321834266,0.678165734,,north carolina maryland,0.678165734,0.321834266
maryland northern iowa,0.833972121,0.166027879,,northern iowa maryland,0.166027879,0.833972121
maryland notre dame,0.5046885,0.4953115,,notre dame maryland,0.4953115,0.5046885
maryland oklahoma,0.311821189,0.688178811,,oklahoma maryland,0.688178811,0.311821189
maryland oregon,0.383849617,0.616150383,,oregon maryland,0.616150383,0.383849617
maryland oregon st.,0.813335985,0.186664015,,oregon st. maryland,0.186664015,0.813335985
maryland pittsburgh,0.763227334,0.236772666,,pittsburgh maryland,0.236772666,0.763227334
maryland providence,0.703864554,0.296135446,,providence maryland,0.296135446,0.703864554
maryland purdue,0.585259633,0.414740367,,purdue maryland,0.414740367,0.585259633
maryland south dakota st.,0.773558606,0.226441394,,south dakota st. maryland,0.226441394,0.773558606
maryland seton hall,0.558657851,0.441342149,,seton hall maryland,0.441342149,0.558657851
maryland stephen f. austin,0.851797399,0.148202601,,stephen f. austin maryland,0.148202601,0.851797399
maryland southern,0.958212239,0.041787761,,southern maryland,0.041787761,0.958212239
maryland saint joseph's,0.694637653,0.305362347,,saint joseph's maryland,0.305362347,0.694637653
maryland stony brook,0.857923839,0.142076161,,stony brook maryland,0.142076161,0.857923839
maryland syracuse,0.723853197,0.276146803,,syracuse maryland,0.276146803,0.723853197
maryland temple,0.717124529,0.282875471,,temple maryland,0.282875471,0.717124529
maryland texas,0.608142624,0.391857376,,texas maryland,0.391857376,0.608142624
