Team 1 Team 2,Pred1,Pred2,,Team 2 Team 1,Pred2,Pred1
hampton southern,0.501308213,0.498691787,,southern hampton,0.498691787,0.501308213
hampton saint joseph's,0.02122582,0.97877418,,saint joseph's hampton,0.97877418,0.02122582
hampton stony brook,0.122717565,0.877282435,,stony brook hampton,0.877282435,0.122717565
hampton syracuse,0.025090968,0.974909032,,syracuse hampton,0.974909032,0.025090968
hampton temple,0.080543384,0.919456616,,temple hampton,0.919456616,0.080543384
hampton texas,0.027521574,0.972478426,,texas hampton,0.972478426,0.027521574
hampton texas a&m,0.011182174,0.988817826,,texas a&m hampton,0.988817826,0.011182174
hampton texas tech,0.038032047,0.961967953,,texas tech hampton,0.961967953,0.038032047
hampton tulsa,0.081362038,0.918637962,,tulsa hampton,0.918637962,0.081362038
hampton unc asheville,0.235580127,0.764419873,,unc asheville hampton,0.764419873,0.235580127
hampton unc wilmington,0.06532204,0.93467796,,unc wilmington hampton,0.93467796,0.06532204
hampton usc,0.043853443,0.956146557,,usc hampton,0.956146557,0.043853443
hampton utah,0.014045704,0.985954296,,utah hampton,0.985954296,0.014045704
hampton vcu,0.033531326,0.966468674,,vcu hampton,0.966468674,0.033531326
hampton vanderbilt,0.044824062,0.955175938,,vanderbilt hampton,0.955175938,0.044824062
hampton villanova,0.00553735,0.99446265,,villanova hampton,0.99446265,0.00553735
hampton virginia,0.005417801,0.994582199,,virginia hampton,0.994582199,0.005417801
hampton weber st.,0.183844574,0.816155426,,weber st. hampton,0.816155426,0.183844574
hampton west virginia,0.01037776,0.98962224,,west virginia hampton,0.98962224,0.01037776
hampton green bay,0.12937657,0.87062343,,green bay hampton,0.87062343,0.12937657
hampton wichita st.,0.025574836,0.974425164,,wichita st. hampton,0.974425164,0.025574836
hampton wisconsin,0.027457494,0.972542506,,wisconsin hampton,0.972542506,0.027457494
hampton xavier,0.010757676,0.989242324,,xavier hampton,0.989242324,0.010757676
hampton yale,0.08258478,0.91741522,,yale hampton,0.91741522,0.08258478
hawaii holy cross,0.941679802,0.058320198,,holy cross hawaii,0.058320198,0.941679802
hawaii indiana,0.198380968,0.801619032,,indiana hawaii,0.801619032,0.198380968
hawaii iona,0.714982068,0.285017932,,iona hawaii,0.285017932,0.714982068
hawaii iowa,0.334442107,0.665557893,,iowa hawaii,0.665557893,0.334442107
hawaii iowa st.,0.19603771,0.80396229,,iowa st. hawaii,0.80396229,0.19603771
hawaii kansas,0.04533074,0.95466926,,kansas hawaii,0.95466926,0.04533074
hawaii kentucky,0.101262302,0.898737698,,kentucky hawaii,0.898737698,0.101262302
hawaii maryland,0.186663784,0.813336216,,maryland hawaii,0.813336216,0.186663784
hawaii miami fl,0.117085187,0.882914813,,miami fl hawaii,0.882914813,0.117085187
hawaii michigan,0.278604275,0.721395725,,michigan hawaii,0.721395725,0.278604275
hawaii michigan st.,0.10326322,0.89673678,,michigan st. hawaii,0.89673678,0.10326322
hawaii middle tennessee,0.539759996,0.460240004,,middle tennessee hawaii,0.460240004,0.539759996
hawaii north carolina,0.056205709,0.943794291,,north carolina hawaii,0.943794291,0.056205709
hawaii northern iowa,0.341916228,0.658083772,,northern iowa hawaii,0.658083772,0.341916228
hawaii notre dame,0.210162843,0.789837157,,notre dame hawaii,0.789837157,0.210162843
hawaii oklahoma,0.12645896,0.87354104,,oklahoma hawaii,0.87354104,0.12645896
hawaii oregon,0.09682792,0.90317208,,oregon hawaii,0.90317208,0.09682792
hawaii oregon st.,0.416071302,0.583928698,,oregon st. hawaii,0.583928698,0.416071302
hawaii pittsburgh,0.363450464,0.636549536,,pittsburgh hawaii,0.636549536,0.363450464
hawaii providence,0.234917777,0.765082224,,providence hawaii,0.765082224,0.234917777
hawaii purdue,0.217473531,0.782526469,,purdue hawaii,0.782526469,0.217473531
hawaii south dakota st.,0.545410104,0.454589896,,south dakota st. hawaii,0.454589896,0.545410104
hawaii seton hall,0.238716177,0.761283823,,seton hall hawaii,0.761283823,0.238716177
hawaii stephen f. austin,0.458930092,0.541069908,,stephen f. austin hawaii,0.541069908,0.458930092
hawaii southern,0.930385972,0.069614028,,southern hawaii,0.069614028,0.930385972
hawaii saint joseph's,0.253372334,0.746627666,,saint joseph's hawaii,0.746627666,0.253372334
hawaii stony brook,0.685446623,0.314553377,,stony brook hawaii,0.314553377,0.685446623
hawaii syracuse,0.290637366,0.709362634,,syracuse hawaii,0.709362634,0.290637366
hawaii temple,0.42558231,0.57441769,,temple hawaii,0.57441769,0.42558231
hawaii texas,0.252797145,0.747202855,,texas hawaii,0.747202855,0.252797145
hawaii texas a&m,0.143767699,0.856232301,,texas a&m hawaii,0.856232301,0.143767699
hawaii texas tech,0.363805261,0.636194739,,texas tech hawaii,0.636194739,0.363805261
hawaii tulsa,0.557882968,0.442117032,,tulsa hawaii,0.442117032,0.557882968
hawaii unc asheville,0.766591061,0.233408939,,unc asheville hawaii,0.233408939,0.766591061
hawaii unc wilmington,0.542823272,0.457176728,,unc wilmington hawaii,0.457176728,0.542823272
hawaii usc,0.406020344,0.593979656,,usc hawaii,0.593979656,0.406020344
hawaii utah,0.153434123,0.846565877,,utah hawaii,0.846565877,0.153434123
hawaii vcu,0.338057592,0.661942408,,vcu hawaii,0.661942408,0.338057592
hawaii vanderbilt,0.405789556,0.594210444,,vanderbilt hawaii,0.594210444,0.405789556
hawaii villanova,0.054252792,0.945747208,,villanova hawaii,0.945747208,0.054252792
hawaii virginia,0.049664386,0.950335614,,virginia hawaii,0.950335614,0.049664386
hawaii weber st.,0.724926527,0.275073473,,weber st. hawaii,0.275073473,0.724926527
hawaii west virginia,0.132504547,0.867495453,,west virginia hawaii,0.867495453,0.132504547
hawaii green bay,0.524989453,0.475010547,,green bay hawaii,0.475010547,0.524989453
hawaii wichita st.,0.285876468,0.714123532,,wichita st. hawaii,0.714123532,0.285876468
hawaii wisconsin,0.259490257,0.740509743,,wisconsin hawaii,0.740509743,0.259490257
hawaii xavier,0.167693999,0.832306001,,xavier hawaii,0.832306001,0.167693999
hawaii yale,0.637999571,0.362000429,,yale hawaii,0.362000429,0.637999571
holy cross indiana,0.007669771,0.992330229,,indiana holy cross,0.992330229,0.007669771
holy cross iona,0.149925662,0.850074338,,iona holy cross,0.850074338,0.149925662
holy cross iowa,0.018383269,0.981616731,,iowa holy cross,0.981616731,0.018383269
holy cross iowa st.,0.008432498,0.991567502,,iowa st. holy cross,0.991567502,0.008432498
holy cross kansas,0.00423893,0.99576107,,kansas holy cross,0.99576107,0.00423893
holy cross kentucky,0.00636562,0.99363438,,kentucky holy cross,0.99363438,0.00636562
holy cross maryland,0.009465358,0.990534642,,maryland holy cross,0.990534642,0.009465358
holy cross miami fl,0.006605472,0.993394528,,miami fl holy cross,0.993394528,0.006605472
holy cross michigan,0.020293063,0.979706937,,michigan holy cross,0.979706937,0.020293063
holy cross michigan st.,0.005393355,0.994606645,,michigan st. holy cross,0.994606645,0.005393355
holy cross middle tennessee,0.091355627,0.908644373,,middle tennessee holy cross,0.908644373,0.091355627
holy cross north carolina,0.00462086,0.99537914,,north carolina holy cross,0.99537914,0.00462086
holy cross northern iowa,0.04825222,0.95174778,,northern iowa holy cross,0.95174778,0.04825222
holy cross notre dame,0.011126916,0.988873084,,notre dame holy cross,0.988873084,0.011126916
holy cross oklahoma,0.006652564,0.993347436,,oklahoma holy cross,0.993347436,0.006652564
holy cross oregon,0.005830813,0.994169187,,oregon holy cross,0.994169187,0.005830813
holy cross oregon st.,0.056152953,0.943847047,,oregon st. holy cross,0.943847047,0.056152953
holy cross pittsburgh,0.020716065,0.979283935,,pittsburgh holy cross,0.979283935,0.020716065
holy cross providence,0.021756327,0.978243673,,providence holy cross,0.978243673,0.021756327
holy cross purdue,0.008882471,0.991117529,,purdue holy cross,0.991117529,0.008882471
holy cross south dakota st.,0.070923681,0.929076319,,south dakota st. holy cross,0.929076319,0.070923681
holy cross seton hall,0.01453622,0.98546378,,seton hall holy cross,0.98546378,0.01453622
holy cross stephen f. austin,0.043256103,0.956743897,,stephen f. austin holy cross,0.956743897,0.043256103
holy cross southern,0.478320416,0.521679584,,southern holy cross,0.521679584,0.478320416
holy cross saint joseph's,0.018055216,0.981944784,,saint joseph's holy cross,0.981944784,0.018055216
holy cross stony brook,0.128560068,0.871439932,,stony brook holy cross,0.871439932,0.128560068
holy cross syracuse,0.018658252,0.981341748,,syracuse holy cross,0.981341748,0.018658252
holy cross temple,0.071838964,0.928161036,,temple holy cross,0.928161036,0.071838964
holy cross texas,0.021495228,0.978504772,,texas holy cross,0.978504772,0.021495228
holy cross texas a&m,0.008748249,0.991251751,,texas a&m holy cross,0.991251751,0.008748249
holy cross texas tech,0.032753423,0.967246577,,texas tech holy cross,0.967246577,0.032753423
holy cross tulsa,0.079989858,0.920010142,,tulsa holy cross,0.920010142,0.079989858
holy cross unc asheville,0.216436519,0.783563481,,unc asheville holy cross,0.783563481,0.216436519
holy cross unc wilmington,0.059758836,0.940241164,,unc wilmington holy cross,0.940241164,0.059758836
holy cross usc,0.037002653,0.962997347,,usc holy cross,0.962997347,0.037002653
holy cross utah,0.011194742,0.988805258,,utah holy cross,0.988805258,0.011194742
holy cross vcu,0.029563134,0.970436866,,vcu holy cross,0.970436866,0.029563134
holy cross vanderbilt,0.038005138,0.961994862,,vanderbilt holy cross,0.961994862,0.038005138
holy cross villanova,0.004700095,0.995299905,,villanova holy cross,0.995299905,0.004700095
holy cross virginia,0.004404937,0.995595063,,virginia holy cross,0.995595063,0.004404937
holy cross weber st.,0.167399248,0.832600752,,weber st. holy cross,0.832600752,0.167399248
holy cross west virginia,0.00781919,0.99218081,,west virginia holy cross,0.99218081,0.00781919
holy cross green bay,0.114351281,0.885648719,,green bay holy cross,0.885648719,0.114351281
holy cross wichita st.,0.021303286,0.978696714,,wichita st. holy cross,0.978696714,0.021303286
holy cross wisconsin,0.020738845,0.979261155,,wisconsin holy cross,0.979261155,0.020738845
holy cross xavier,0.008810194,0.991189806,,xavier holy cross,0.991189806,0.008810194
holy cross yale,0.083506309,0.916493691,,yale holy cross,0.916493691,0.083506309
indiana iona,0.933401268,0.066598732,,iona indiana,0.066598732,0.933401268
indiana iowa,0.687425379,0.312574621,,iowa indiana,0.312574621,0.687425379
indiana iowa st.,0.532252059,0.467747941,,iowa st. indiana,0.467747941,0.532252059
indiana kansas,0.152757619,0.847242381,,kansas indiana,0.847242381,0.152757619
indiana kentucky,0.361834575,0.638165425,,kentucky indiana,0.638165425,0.361834575
indiana maryland,0.465737727,0.534262273,,maryland indiana,0.534262273,0.465737727
indiana miami fl,0.293298574,0.706701426,,miami fl indiana,0.706701426,0.293298574
indiana michigan,0.613279394,0.386720606,,michigan indiana,0.386720606,0.613279394
indiana michigan st.,0.382906337,0.617093663,,michigan st. indiana,0.617093663,0.382906337
indiana middle tennessee,0.907666508,0.092333492,,middle tennessee indiana,0.092333492,0.907666508
indiana north carolina,0.239873784,0.760126216,,north carolina indiana,0.760126216,0.239873784
indiana northern iowa,0.773023085,0.226976915,,northern iowa indiana,0.226976915,0.773023085
indiana notre dame,0.500482358,0.499517642,,notre dame indiana,0.499517642,0.500482358
indiana oklahoma,0.33412955,0.66587045,,oklahoma indiana,0.66587045,0.33412955
indiana oregon,0.284548968,0.715451032,,oregon indiana,0.715451032,0.284548968
indiana oregon st.,0.793933593,0.206066407,,oregon st. indiana,0.206066407,0.793933593
indiana pittsburgh,0.693353564,0.306646436,,pittsburgh indiana,0.306646436,0.693353564
indiana providence,0.545574941,0.454425059,,providence indiana,0.454425059,0.545574941
indiana purdue,0.514647811,0.485352189,,purdue indiana,0.485352189,0.514647811
indiana south dakota st.,0.864878045,0.135121955,,south dakota st. indiana,0.135121955,0.864878045
indiana seton hall,0.55970119,0.44029881,,seton hall indiana,0.44029881,0.55970119
indiana stephen f. austin,0.795804687,0.204195313,,stephen f. austin indiana,0.204195313,0.795804687
indiana southern,0.98963909,0.01036091,,southern indiana,0.01036091,0.98963909
indiana saint joseph's,0.566923528,0.433076472,,saint joseph's indiana,0.433076472,0.566923528
indiana stony brook,0.931619704,0.068380296,,stony brook indiana,0.068380296,0.931619704
indiana syracuse,0.653395302,0.346604698,,syracuse indiana,0.346604698,0.653395302
indiana temple,0.841827981,0.158172019,,temple indiana,0.158172019,0.841827981
indiana texas,0.597054787,0.402945213,,texas indiana,0.402945213,0.597054787
indiana texas a&m,0.375886139,0.624113861,,texas a&m indiana,0.624113861,0.375886139
indiana texas tech,0.722242684,0.277757316,,texas tech indiana,0.277757316,0.722242684
indiana tulsa,0.870920626,0.129079374,,tulsa indiana,0.129079374,0.870920626
indiana unc asheville,0.961056447,0.038943553,,unc asheville indiana,0.038943553,0.961056447
indiana unc wilmington,0.843051921,0.156948079,,unc wilmington indiana,0.156948079,0.843051921
indiana usc,0.76565975,0.23434025,,usc indiana,0.23434025,0.76565975
indiana utah,0.332460876,0.667539124,,utah indiana,0.667539124,0.332460876
indiana vcu,0.673767257,0.326232743,,vcu indiana,0.326232743,0.673767257
indiana vanderbilt,0.773914427,0.226085573,,vanderbilt indiana,0.226085573,0.773914427
indiana villanova,0.213720782,0.786279218,,villanova indiana,0.786279218,0.213720782
indiana virginia,0.212926308,0.787073692,,virginia indiana,0.787073692,0.212926308
indiana weber st.,0.956971451,0.043028549,,weber st. indiana,0.043028549,0.956971451
indiana west virginia,0.337653998,0.662346002,,west virginia indiana,0.662346002,0.337653998
indiana green bay,0.903794552,0.096205448,,green bay indiana,0.096205448,0.903794552
indiana wichita st.,0.661666667,0.338333333,,wichita st. indiana,0.338333333,0.661666667
indiana wisconsin,0.62965948,0.37034052,,wisconsin indiana,0.37034052,0.62965948
indiana xavier,0.414535131,0.585464869,,xavier indiana,0.585464869,0.414535131
indiana yale,0.845283108,0.154716892,,yale indiana,0.154716892,0.845283108
iona iowa,0.15446811,0.84553189,,iowa iona,0.84553189,0.15446811
iona iowa st.,0.070800018,0.929199982,,iowa st. iona,0.929199982,0.070800018
iona kansas,0.017886974,0.982113026,,kansas iona,0.982113026,0.017886974
iona kentucky,0.039679588,0.960320412,,kentucky iona,0.960320412,0.039679588
iona maryland,0.082014776,0.917985224,,maryland iona,0.917985224,0.082014776
iona miami fl,0.049979674,0.950020326,,miami fl iona,0.950020326,0.049979674
iona michigan,0.144005959,0.855994041,,michigan iona,0.855994041,0.144005959
iona michigan st.,0.031239764,0.968760236,,michigan st. iona,0.968760236,0.031239764
iona middle tennessee,0.283388867,0.716611133,,middle tennessee iona,0.716611133,0.283388867
iona north carolina,0.021678836,0.978321164,,north carolina iona,0.978321164,0.021678836
iona northern iowa,0.201787012,0.798212988,,northern iowa iona,0.798212988,0.201787012
iona notre dame,0.096815214,0.903184786,,notre dame iona,0.903184786,0.096815214
iona oklahoma,0.049642998,0.950357002,,oklahoma iona,0.950357002,0.049642998
iona oregon,0.039495921,0.960504079,,oregon iona,0.960504079,0.039495921
iona oregon st.,0.249459092,0.750540908,,oregon st. iona,0.750540908,0.249459092
iona pittsburgh,0.168978716,0.831021284,,pittsburgh iona,0.831021284,0.168978716
iona providence,0.129453678,0.870546322,,providence iona,0.870546322,0.129453678
iona purdue,0.081791963,0.918208037,,purdue iona,0.918208037,0.081791963
iona south dakota st.,0.312311162,0.687688838,,south dakota st. iona,0.687688838,0.312311162
iona seton hall,0.113725002,0.886274998,,seton hall iona,0.886274998,0.113725002
iona stephen f. austin,0.214616433,0.785383567,,stephen f. austin iona,0.785383567,0.214616433
iona southern,0.817782195,0.182217805,,southern iona,0.182217805,0.817782195
iona saint joseph's,0.115753712,0.884246288,,saint joseph's iona,0.884246288,0.115753712
iona stony brook,0.426623948,0.573376052,,stony brook iona,0.573376052,0.426623948
iona syracuse,0.151592525,0.848407475,,syracuse iona,0.848407475,0.151592525
iona temple,0.258824863,0.741175137,,temple iona,0.741175137,0.258824863
iona texas,0.146187563,0.853812437,,texas iona,0.853812437,0.146187563
iona texas a&m,0.069366362,0.930633638,,texas a&m iona,0.930633638,0.069366362
iona texas tech,0.199187361,0.800812639,,texas tech iona,0.800812639,0.199187361
iona tulsa,0.337966194,0.662033806,,tulsa iona,0.662033806,0.337966194
iona unc asheville,0.559660622,0.440339378,,unc asheville iona,0.440339378,0.559660622
iona unc wilmington,0.299672543,0.700327457,,unc wilmington iona,0.700327457,0.299672543
iona usc,0.212394211,0.787605789,,usc iona,0.787605789,0.212394211
iona utah,0.085083919,0.914916081,,utah iona,0.914916081,0.085083919
iona vcu,0.178849355,0.821150645,,vcu iona,0.821150645,0.178849355
iona vanderbilt,0.223194704,0.776805296,,vanderbilt iona,0.776805296,0.223194704
iona villanova,0.022495522,0.977504478,,villanova iona,0.977504478,0.022495522
iona virginia,0.021672516,0.978327484,,virginia iona,0.978327484,0.021672516
iona weber st.,0.488836452,0.511163548,,weber st. iona,0.511163548,0.488836452
iona west virginia,0.060134792,0.939865208,,west virginia iona,0.939865208,0.060134792
iona green bay,0.285850782,0.714149218,,green bay iona,0.714149218,0.285850782
iona wichita st.,0.140620967,0.859379033,,wichita st. iona,0.859379033,0.140620967
iona wisconsin,0.151140239,0.848859761,,wisconsin iona,0.848859761,0.151140239
iona xavier,0.070216124,0.929783876,,xavier iona,0.929783876,0.070216124
iona yale,0.395856397,0.604143603,,yale iona,0.604143603,0.395856397
iowa iowa st.,0.354880457,0.645119543,,iowa st. iowa,0.645119543,0.354880457
iowa kansas,0.093763141,0.906236859,,kansas iowa,0.906236859,0.093763141
iowa kentucky,0.218776396,0.781223604,,kentucky iowa,0.781223604,0.218776396
iowa maryland,0.300274542,0.699725458,,maryland iowa,0.699725458,0.300274542
iowa miami fl,0.199687017,0.800312983,,miami fl iowa,0.800312983,0.199687017
iowa michigan,0.401069952,0.598930048,,michigan iowa,0.598930048,0.401069952
iowa michigan st.,0.210011337,0.789988663,,michigan st. iowa,0.789988663,0.210011337
iowa middle tennessee,0.741326752,0.258673248,,middle tennessee iowa,0.258673248,0.741326752
iowa north carolina,0.14327368,0.85672632,,north carolina iowa,0.85672632,0.14327368
iowa northern iowa,0.514865132,0.485134868,,northern iowa iowa,0.485134868,0.514865132
iowa notre dame,0.330615096,0.669384904,,notre dame iowa,0.669384904,0.330615096
iowa oklahoma,0.23056344,0.76943656,,oklahoma iowa,0.76943656,0.23056344
iowa oregon,0.179371044,0.820628956,,oregon iowa,0.820628956,0.179371044
iowa oregon st.,0.614850364,0.385149636,,oregon st. iowa,0.385149636,0.614850364
iowa pittsburgh,0.491282192,0.508717808,,pittsburgh iowa,0.508717808,0.491282192
iowa providence,0.349732847,0.650267153,,providence iowa,0.650267153,0.349732847
iowa purdue,0.330801763,0.669198237,,purdue iowa,0.669198237,0.330801763
iowa south dakota st.,0.72178966,0.27821034,,south dakota st. iowa,0.27821034,0.72178966
iowa seton hall,0.367289455,0.632710545,,seton hall iowa,0.632710545,0.367289455
iowa stephen f. austin,0.6542474,0.3457526,,stephen f. austin iowa,0.3457526,0.6542474
iowa southern,0.968019993,0.031980007,,southern iowa,0.031980007,0.968019993
iowa saint joseph's,0.383154196,0.616845804,,saint joseph's iowa,0.616845804,0.383154196
iowa stony brook,0.846504931,0.153495069,,stony brook iowa,0.153495069,0.846504931
iowa syracuse,0.427349532,0.572650468,,syracuse iowa,0.572650468,0.427349532
iowa temple,0.643500086,0.356499914,,temple iowa,0.356499914,0.643500086
iowa texas,0.422773039,0.577226961,,texas iowa,0.577226961,0.422773039
iowa texas a&m,0.246441729,0.753558271,,texas a&m iowa,0.753558271,0.246441729
iowa texas tech,0.545813002,0.454186998,,texas tech iowa,0.454186998,0.545813002
iowa tulsa,0.727508731,0.272491269,,tulsa iowa,0.272491269,0.727508731
iowa unc asheville,0.8846721,0.1153279,,unc asheville iowa,0.1153279,0.8846721
iowa unc wilmington,0.691950402,0.308049598,,unc wilmington iowa,0.308049598,0.691950402
iowa usc,0.574943978,0.425056022,,usc iowa,0.425056022,0.574943978
iowa utah,0.228073229,0.771926771,,utah iowa,0.771926771,0.228073229
iowa vcu,0.478803841,0.521196159,,vcu iowa,0.521196159,0.478803841
iowa vanderbilt,0.577507253,0.422492747,,vanderbilt iowa,0.422492747,0.577507253
iowa villanova,0.130813011,0.869186989,,villanova iowa,0.869186989,0.130813011
iowa virginia,0.123826983,0.876173017,,virginia iowa,0.876173017,0.123826983
iowa weber st.,0.866425802,0.133574198,,weber st. iowa,0.133574198,0.866425802
iowa west virginia,0.234676532,0.765323468,,west virginia iowa,0.765323468,0.234676532
iowa green bay,0.71934696,0.28065304,,green bay iowa,0.28065304,0.71934696
iowa wichita st.,0.444982927,0.555017073,,wichita st. iowa,0.555017073,0.444982927
iowa wisconsin,0.408302233,0.591697767,,wisconsin iowa,0.591697767,0.408302233
iowa xavier,0.276942681,0.723057319,,xavier iowa,0.723057319,0.276942681
iowa yale,0.746072098,0.253927902,,yale iowa,0.253927902,0.746072098
iowa st. kansas,0.167440155,0.832559845,,kansas iowa st.,0.832559845,0.167440155
iowa st. kentucky,0.33803702,0.66196298,,kentucky iowa st.,0.66196298,0.33803702
iowa st. maryland,0.441983825,0.558016175,,maryland iowa st.,0.558016175,0.441983825
iowa st. miami fl,0.329216587,0.670783413,,miami fl iowa st.,0.670783413,0.329216587
iowa st. michigan,0.570431144,0.429568856,,michigan iowa st.,0.429568856,0.570431144
iowa st. michigan st.,0.357745384,0.642254616,,michigan st. iowa st.,0.642254616,0.357745384
iowa st. middle tennessee,0.890940654,0.109059346,,middle tennessee iowa st.,0.109059346,0.890940654
iowa st. north carolina,0.240961927,0.759038073,,north carolina iowa st.,0.759038073,0.240961927
iowa st. northern iowa,0.712337663,0.287662337,,northern iowa iowa st.,0.287662337,0.712337663
iowa st. notre dame,0.509713944,0.490286056,,notre dame iowa st.,0.490286056,0.509713944
iowa st. oklahoma,0.361521572,0.638478428,,oklahoma iowa st.,0.638478428,0.361521572
iowa st. oregon,0.293335006,0.706664994,,oregon iowa st.,0.706664994,0.293335006
iowa st. oregon st.,0.773906874,0.226093126,,oregon st. iowa st.,0.226093126,0.773906874
iowa st. pittsburgh,0.661872746,0.338127254,,pittsburgh iowa st.,0.338127254,0.661872746
iowa st. providence,0.517596086,0.482403914,,providence iowa st.,0.482403914,0.517596086
iowa st. purdue,0.462558321,0.537441679,,purdue iowa st.,0.537441679,0.462558321
iowa st. south dakota st.,0.856042859,0.143957141,,south dakota st. iowa st.,0.143957141,0.856042859
iowa st. seton hall,0.521840692,0.478159308,,seton hall iowa st.,0.478159308,0.521840692
iowa st. stephen f. austin,0.801963458,0.198036542,,stephen f. austin iowa st.,0.198036542,0.801963458
iowa st. southern,0.987983373,0.012016627,,southern iowa st.,0.012016627,0.987983373
iowa st. saint joseph's,0.535869831,0.464130169,,saint joseph's iowa st.,0.464130169,0.535869831
iowa st. stony brook,0.930019777,0.069980223,,stony brook iowa st.,0.069980223,0.930019777
iowa st. syracuse,0.58982535,0.41017465,,syracuse iowa st.,0.41017465,0.58982535
iowa st. temple,0.818962881,0.181037119,,temple iowa st.,0.181037119,0.818962881
iowa st. texas,0.588254911,0.411745089,,texas iowa st.,0.411745089,0.588254911
iowa st. texas a&m,0.359568008,0.640431992,,texas a&m iowa st.,0.640431992,0.359568008
iowa st. texas tech,0.705306388,0.294693612,,texas tech iowa st.,0.294693612,0.705306388
iowa st. tulsa,0.848931419,0.151068581,,tulsa iowa st.,0.151068581,0.848931419
iowa st. unc asheville,0.95499898,0.04500102,,unc asheville iowa st.,0.04500102,0.95499898
iowa st. unc wilmington,0.835063485,0.164936515,,unc wilmington iowa st.,0.164936515,0.835063485
iowa st. usc,0.738853161,0.261146839,,usc iowa st.,0.261146839,0.738853161
iowa st. utah,0.35735455,0.64264545,,utah iowa st.,0.64264545,0.35735455
iowa st. vcu,0.635295227,0.364704773,,vcu iowa st.,0.364704773,0.635295227
iowa st. vanderbilt,0.71490999,0.28509001,,vanderbilt iowa st.,0.28509001,0.71490999
iowa st. villanova,0.230510709,0.769489291,,villanova iowa st.,0.769489291,0.230510709
iowa st. virginia,0.232591887,0.767408113,,virginia iowa st.,0.767408113,0.232591887
iowa st. weber st.,0.950195547,0.049804453,,weber st. iowa st.,0.049804453,0.950195547
iowa st. west virginia,0.343014888,0.656985112,,west virginia iowa st.,0.656985112,0.343014888
iowa st. green bay,0.879316724,0.120683276,,green bay iowa st.,0.120683276,0.879316724
iowa st. wichita st.,0.605267983,0.394732017,,wichita st. iowa st.,0.394732017,0.605267983
iowa st. wisconsin,0.577596472,0.422403528,,wisconsin iowa st.,0.422403528,0.577596472
iowa st. xavier,0.41984325,0.58015675,,xavier iowa st.,0.58015675,0.41984325
iowa st. yale,0.847357932,0.152642068,,yale iowa st.,0.152642068,0.847357932
kansas kentucky,0.766095992,0.233904008,,kentucky kansas,0.233904008,0.766095992
kansas maryland,0.853159693,0.146840307,,maryland kansas,0.146840307,0.853159693
kansas miami fl,0.750446684,0.249553316,,miami fl kansas,0.249553316,0.750446684
kansas michigan,0.929298531,0.070701469,,michigan kansas,0.070701469,0.929298531
kansas michigan st.,0.795388301,0.204611699,,michigan st. kansas,0.204611699,0.795388301
kansas middle tennessee,0.982941611,0.017058389,,middle tennessee kansas,0.017058389,0.982941611
kansas north carolina,0.649381183,0.350618817,,north carolina kansas,0.350618817,0.649381183
kansas northern iowa,0.953126678,0.046873322,,northern iowa kansas,0.046873322,0.953126678
kansas notre dame,0.870391547,0.129608453,,notre dame kansas,0.129608453,0.870391547
kansas oklahoma,0.765556228,0.234443772,,oklahoma kansas,0.234443772,0.765556228
kansas oregon,0.744255098,0.255744902,,oregon kansas,0.255744902,0.744255098
kansas oregon st.,0.962482524,0.037517476,,oregon st. kansas,0.037517476,0.962482524
kansas pittsburgh,0.927726008,0.072273992,,pittsburgh kansas,0.072273992,0.927726008
kansas providence,0.920625474,0.079374526,,providence kansas,0.079374526,0.920625474
kansas purdue,0.851284345,0.148715655,,purdue kansas,0.148715655,0.851284345
kansas south dakota st.,0.966789513,0.033210487,,south dakota st. kansas,0.033210487,0.966789513
kansas seton hall,0.89115536,0.10884464,,seton hall kansas,0.10884464,0.89115536
kansas stephen f. austin,0.936019984,0.063980016,,stephen f. austin kansas,0.063980016,0.936019984
kansas southern,0.994846347,0.005153653,,southern kansas,0.005153653,0.994846347
kansas saint joseph's,0.89306683,0.10693317,,saint joseph's kansas,0.10693317,0.89306683
kansas stony brook,0.982362068,0.017637932,,stony brook kansas,0.017637932,0.982362068
kansas syracuse,0.916912248,0.083087752,,syracuse kansas,0.083087752,0.916912248
kansas temple,0.975263262,0.024736738,,temple kansas,0.024736738,0.975263262
kansas texas,0.90428934,0.09571066,,texas kansas,0.09571066,0.90428934
kansas texas a&m,0.811433167,0.188566833,,texas a&m kansas,0.188566833,0.811433167
kansas texas tech,0.940976975,0.059023025,,texas tech kansas,0.059023025,0.940976975
kansas tulsa,0.968364073,0.031635927,,tulsa kansas,0.031635927,0.968364073
kansas unc asheville,0.988973204,0.011026796,,unc asheville kansas,0.011026796,0.988973204
kansas unc wilmington,0.967510035,0.032489965,,unc wilmington kansas,0.032489965,0.967510035
kansas usc,0.95013833,0.04986167,,usc kansas,0.04986167,0.95013833
kansas utah,0.82528737,0.17471263,,utah kansas,0.17471263,0.82528737
kansas vcu,0.915690987,0.084309013,,vcu kansas,0.084309013,0.915690987
kansas vanderbilt,0.932991011,0.067008989,,vanderbilt kansas,0.067008989,0.932991011
kansas villanova,0.674758797,0.325241203,,villanova kansas,0.325241203,0.674758797
kansas virginia,0.684242717,0.315757283,,virginia kansas,0.315757283,0.684242717
kansas weber st.,0.988793444,0.011206556,,weber st. kansas,0.011206556,0.988793444
kansas west virginia,0.770195962,0.229804038,,west virginia kansas,0.229804038,0.770195962
